Código da Emenda;Ano da Emenda;Nome do Autor da Emenda;Número da emenda;Valor Empenhado;Valor Pago;Tipo de Emenda;Data Documento;Município de aplicação do recurso;Código IBGE do município de aplicação do recurso;Fase da despesa;Favorecido;Órgão Superior;Grupo Despesa;Elemento Despesa;Função;SubFunção;Ação;Possui convênio?
202181000791;2021;RELATOR GERAL;0791;200000.0;0.0;Emenda de Relator;29/12/2021;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Educação;Investimentos;Auxílios;Educação;Educação básica;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;NÃO
202190320006;2021;RUI FALCAO;0006;0.0;0.0;Emenda Individual - Transferências Especiais;30/07/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202190320006;2021;RUI FALCAO;0006;400000.0;0.0;Emenda Individual - Transferências Especiais;08/07/2021;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202190320006;2021;RUI FALCAO;0006;0.0;400000.0;Emenda Individual - Transferências Especiais;02/08/2021;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202131600002;2021;CELSO RUSSOMANNO;0002;200000.0;0.0;Emenda Individual - Transferências com Finalidade Definida;28/06/2021;FERRAZ DE VASCONCELOS;3515707;Empenho;FUNDO MUNICIPAL DE SAUDE;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Saúde;Atenção básica;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;NÃO
202115810016;2021;JEFFERSON CAMPOS;0016;11250.0;0.0;Emenda Individual - Transferências com Finalidade Definida;10/08/2021;FERRAZ DE VASCONCELOS;3515707;Empenho;CAIXA ECONOMICA FEDERAL;Ministério do Esporte;Investimentos;Outros Serviços de Terceiros - Pessoa Jurídica;Desporto e lazer;Desporto comunitário;IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER;NÃO
202192290010;2021;MAJOR OLIMPIO;0010;0.0;0.0;Emenda Individual - Transferências Especiais;30/07/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202192290010;2021;MAJOR OLIMPIO;0010;1200000.0;0.0;Emenda Individual - Transferências Especiais;08/07/2021;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202192290010;2021;MAJOR OLIMPIO;0010;0.0;1200000.0;Emenda Individual - Transferências Especiais;02/08/2021;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202041180002;2020;MARCO BERTAIOLLI;0002;0.0;224846.0;Emenda Individual - Transferências com Finalidade Definida;11/06/2021;FERRAZ DE VASCONCELOS;3515707;Pagamento;BANCO DO BRASIL SA;Ministério da Saúde;Investimentos;Auxílios;Múltiplo;Múltiplo;Múltiplo;NÃO
202041180002;2020;MARCO BERTAIOLLI;0002;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;10/06/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;BANCO DO BRASIL SA;Ministério da Saúde;Investimentos;Auxílios;Múltiplo;Múltiplo;Múltiplo;NÃO
202126200005;2021;MILTON VIEIRA;0005;0.0;1500000.0;Emenda Individual - Transferências Especiais;02/08/2021;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202126200005;2021;MILTON VIEIRA;0005;0.0;0.0;Emenda Individual - Transferências Especiais;30/07/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202126200005;2021;MILTON VIEIRA;0005;1500000.0;0.0;Emenda Individual - Transferências Especiais;09/07/2021;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202181000791;2021;RELATOR GERAL;0791;0.0;0.0;Emenda de Relator;31/12/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;Sem informação;Ministério da Educação;Múltiplo;Múltiplo;Múltiplo;Múltiplo;Múltiplo;NÃO
202115810016;2021;JEFFERSON CAMPOS;0016;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;31/12/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;Sem informação;Ministério do Esporte;Múltiplo;Múltiplo;Múltiplo;Múltiplo;Múltiplo;NÃO
201928040007;2019;JUNJI ABE;0007;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;31/12/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;CAIXA ECONOMICA FEDERAL;Ministério da Integração e do Desenvolvimento Regional;Investimentos;Outros Serviços de Terceiros - Pessoa Jurídica;Múltiplo;Múltiplo;Múltiplo;NÃO
202131600002;2021;CELSO RUSSOMANNO;0002;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;02/09/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;BANCO DO BRASIL SA;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Múltiplo;Múltiplo;Múltiplo;NÃO
202131600002;2021;CELSO RUSSOMANNO;0002;0.0;200000.0;Emenda Individual - Transferências com Finalidade Definida;03/09/2021;FERRAZ DE VASCONCELOS;3515707;Pagamento;BANCO DO BRASIL SA;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Múltiplo;Múltiplo;Múltiplo;NÃO
202115810016;2021;JEFFERSON CAMPOS;0016;0.0;1400.0;Emenda Individual - Transferências com Finalidade Definida;07/10/2021;FERRAZ DE VASCONCELOS;3515707;Pagamento;CAIXA ECONOMICA FEDERAL;Ministério do Esporte;Investimentos;Outros Serviços de Terceiros - Pessoa Jurídica;Múltiplo;Múltiplo;Múltiplo;NÃO
202115810016;2021;JEFFERSON CAMPOS;0016;0.0;2100.0;Emenda Individual - Transferências com Finalidade Definida;19/11/2021;FERRAZ DE VASCONCELOS;3515707;Pagamento;CAIXA ECONOMICA FEDERAL;Ministério do Esporte;Investimentos;Outros Serviços de Terceiros - Pessoa Jurídica;Múltiplo;Múltiplo;Múltiplo;NÃO
202115810016;2021;JEFFERSON CAMPOS;0016;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;05/11/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;CAIXA ECONOMICA FEDERAL;Ministério do Esporte;Investimentos;Outros Serviços de Terceiros - Pessoa Jurídica;Múltiplo;Múltiplo;Múltiplo;NÃO
202115810016;2021;JEFFERSON CAMPOS;0016;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;06/10/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;CAIXA ECONOMICA FEDERAL;Ministério do Esporte;Investimentos;Outros Serviços de Terceiros - Pessoa Jurídica;Múltiplo;Múltiplo;Múltiplo;NÃO
202115810016;2021;JEFFERSON CAMPOS;0016;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;31/12/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;Sem informação;Ministério do Esporte;Múltiplo;Múltiplo;Múltiplo;Múltiplo;Múltiplo;NÃO
202081001433;2020;RELATOR GERAL;1433;0.0;0.0;Emenda de Relator;25/10/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Educação;Investimentos;Auxílios;Educação;Educação básica;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;NÃO
201928040007;2019;JUNJI ABE;0007;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;30/12/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério das Cidades;Investimentos;Auxílios;Urbanismo;infra-estrutura urbana;APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA;NÃO
202081001503;2020;RELATOR GERAL;1503;0.0;0.0;Emenda de Relator;20/10/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Educação;Investimentos;Auxílios;Educação;Educação básica;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;NÃO
202219970016;2022;VICENTINHO;0016;0.0;0.0;Emenda Individual - Transferências Especiais;28/06/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202219970016;2022;VICENTINHO;0016;150000.0;0.0;Emenda Individual - Transferências Especiais;17/05/2022;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202219970016;2022;VICENTINHO;0016;0.0;150000.0;Emenda Individual - Transferências Especiais;01/07/2022;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202225200009;2022;CARLOS ZARATTINI;0009;200000.0;0.0;Emenda Individual - Transferências Especiais;17/05/2022;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202281000312;2022;RELATOR GERAL;0312;0.0;0.0;Emenda de Relator;28/06/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;BANCO DO BRASIL SA;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Saúde;Atenção básica;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;NÃO
202237370002;2022;ORLANDO SILVA;0002;231332.0;0.0;Emenda Individual - Transferências com Finalidade Definida;12/12/2022;FERRAZ DE VASCONCELOS;3515707;Empenho;FUNDO MUNICIPAL DE SAUDE;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Saúde;Atenção básica;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;NÃO
202241260003;2022;POLICIAL KATIA SASTRE;0003;0.0;150000.0;Emenda Individual - Transferências Especiais;01/07/2022;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202241260003;2022;POLICIAL KATIA SASTRE;0003;0.0;0.0;Emenda Individual - Transferências Especiais;28/06/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202241260003;2022;POLICIAL KATIA SASTRE;0003;150000.0;0.0;Emenda Individual - Transferências Especiais;17/05/2022;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202241260002;2022;POLICIAL KATIA SASTRE;0002;200000.0;0.0;Emenda Individual - Transferências com Finalidade Definida;25/04/2022;FERRAZ DE VASCONCELOS;3515707;Empenho;FUNDO MUNICIPAL DE SAUDE;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Saúde;Atenção básica;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;NÃO
202281000312;2022;RELATOR GERAL;0312;0.0;2000000.0;Emenda de Relator;29/06/2022;FERRAZ DE VASCONCELOS;3515707;Pagamento;BANCO DO BRASIL SA;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Saúde;Atenção básica;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;NÃO
202281000312;2022;RELATOR GERAL;0312;2000000.0;0.0;Emenda de Relator;24/06/2022;FERRAZ DE VASCONCELOS;3515707;Empenho;FUNDO MUNICIPAL DE SAUDE;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Saúde;Atenção básica;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;NÃO
202081001433;2020;RELATOR GERAL;1433;0.0;0.0;Emenda de Relator;30/06/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;Sem informação;Ministério da Educação;Múltiplo;Múltiplo;Múltiplo;Múltiplo;Múltiplo;NÃO
202241260002;2022;POLICIAL KATIA SASTRE;0002;0.0;200000.0;Emenda Individual - Transferências com Finalidade Definida;15/06/2022;FERRAZ DE VASCONCELOS;3515707;Pagamento;BANCO DO BRASIL SA;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Múltiplo;Múltiplo;Múltiplo;NÃO
202241260002;2022;POLICIAL KATIA SASTRE;0002;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;15/06/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;BANCO DO BRASIL SA;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Múltiplo;Múltiplo;Múltiplo;NÃO
202081001503;2020;RELATOR GERAL;1503;0.0;0.0;Emenda de Relator;30/06/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;Sem informação;Ministério da Educação;Múltiplo;Múltiplo;Múltiplo;Múltiplo;Múltiplo;NÃO
202081000179;2020;RELATOR GERAL;0179;0.0;0.0;Emenda de Relator;11/11/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;SECRETARIA DE DESENVOLVIMENTO RURAL;Ministério da Agricultura e Pecuária;Múltiplo;Múltiplo;Múltiplo;Múltiplo;Múltiplo;NÃO
202225200009;2022;CARLOS ZARATTINI;0009;0.0;0.0;Emenda Individual - Transferências Especiais;31/12/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;Sem informação;Ministério da Fazenda;Múltiplo;Múltiplo;Múltiplo;Múltiplo;Múltiplo;NÃO
202081000179;2020;RELATOR GERAL;0179;0.0;0.0;Emenda de Relator;30/06/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;Sem informação;Ministério da Agricultura e Pecuária;Múltiplo;Múltiplo;Múltiplo;Múltiplo;Múltiplo;NÃO
202237370002;2022;ORLANDO SILVA;0002;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;31/12/2022;FERRAZ DE VASCONCELOS;3515707;Liquidação;Sem informação;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Múltiplo;Múltiplo;Múltiplo;NÃO
202327990012;2023;ELI CORREA FILHO;0012;2000000.0;0.0;Emenda Individual - Transferências com Finalidade Definida;21/07/2023;FERRAZ DE VASCONCELOS;3515707;Empenho;FUNDO MUNICIPAL DE SAUDE;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Saúde;Atenção básica;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;NÃO
202327990012;2023;ELI CORREA FILHO;0012;1258418.0;0.0;Emenda Individual - Transferências com Finalidade Definida;13/09/2023;FERRAZ DE VASCONCELOS;3515707;Empenho;FUNDO MUNICIPAL DE SAUDE;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Saúde;Atenção básica;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;NÃO
202319970003;2023;VICENTINHO;0003;0.0;200000.0;Emenda Individual - Transferências Especiais;30/08/2023;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202319970003;2023;VICENTINHO;0003;0.0;0.0;Emenda Individual - Transferências Especiais;21/08/2023;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202319970003;2023;VICENTINHO;0003;200000.0;0.0;Emenda Individual - Transferências Especiais;05/07/2023;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
201837350009;2018;NILTO TATTO;0009;0.0;373946.36;Emenda Individual - Transferências com Finalidade Definida;04/10/2023;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério do Esporte;Investimentos;Auxílios;Desporto e lazer;Desporto comunitário;IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER;SIM
201837350009;2018;NILTO TATTO;0009;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;28/12/2023;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério do Esporte;Investimentos;Auxílios;Desporto e lazer;Desporto comunitário;IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER;NÃO
201837350009;2018;NILTO TATTO;0009;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;03/10/2023;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério do Esporte;Investimentos;Auxílios;Desporto e lazer;Desporto comunitário;IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER;NÃO
202337170006;2023;MARCIO ALVINO;0006;0.0;100000.0;Emenda Individual - Transferências com Finalidade Definida;30/11/2023;FERRAZ DE VASCONCELOS;3515707;Pagamento;BANCO DO BRASIL SA;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;Outras Despesas Correntes;Contribuições;Assistência social;Assistência comunitária;ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);NÃO
202337170006;2023;MARCIO ALVINO;0006;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;29/11/2023;FERRAZ DE VASCONCELOS;3515707;Liquidação;BANCO DO BRASIL SA;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;Outras Despesas Correntes;Contribuições;Assistência social;Assistência comunitária;ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);NÃO
202338960004;2023;ABOU ANNI;0004;0.0;0.0;Emenda Individual - Transferências Especiais;05/12/2023;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202338960004;2023;ABOU ANNI;0004;0.0;100000.0;Emenda Individual - Transferências Especiais;11/12/2023;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202338960004;2023;ABOU ANNI;0004;0.0;31733.0;Emenda Individual - Transferências Especiais;11/12/2023;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202338960004;2023;ABOU ANNI;0004;0.0;0.0;Emenda Individual - Transferências Especiais;05/12/2023;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202338960004;2023;ABOU ANNI;0004;31733.0;0.0;Emenda Individual - Transferências Especiais;05/07/2023;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202338960004;2023;ABOU ANNI;0004;100000.0;0.0;Emenda Individual - Transferências Especiais;05/07/2023;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202337170006;2023;MARCIO ALVINO;0006;100000.0;0.0;Emenda Individual - Transferências com Finalidade Definida;17/10/2023;FERRAZ DE VASCONCELOS;3515707;Empenho;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;Outras Despesas Correntes;Contribuições;Assistência social;Assistência comunitária;ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);NÃO
201928040007;2019;JUNJI ABE;0007;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;27/12/2023;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério das Cidades;Investimentos;Auxílios;Urbanismo;infra-estrutura urbana;APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA;NÃO
201928040007;2019;JUNJI ABE;0007;0.0;237365.85;Emenda Individual - Transferências com Finalidade Definida;28/12/2023;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério das Cidades;Investimentos;Auxílios;Urbanismo;infra-estrutura urbana;APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA;NÃO
202338960008;2023;ABOU ANNI;0008;2000000.0;0.0;Emenda Individual - Transferências com Finalidade Definida;21/07/2023;FERRAZ DE VASCONCELOS;3515707;Empenho;FUNDO MUNICIPAL DE SAUDE;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Saúde;Atenção básica;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;NÃO
202225200009;2022;CARLOS ZARATTINI;0009;0.0;200000.0;Emenda Individual - Transferências Especiais;29/03/2023;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202225200009;2022;CARLOS ZARATTINI;0009;0.0;0.0;Emenda Individual - Transferências Especiais;28/03/2023;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202360110003;2023;COM. DESENV REGIONAL E TURISMO;0003;5743773.0;0.0;Emenda de Comissão;28/12/2023;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério das Cidades;Investimentos;Auxílios;Urbanismo;infra-estrutura urbana;APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA;SIM
202331340005;2023;FAUSTO PINATO;0005;0.0;0.0;Emenda Individual - Transferências Especiais;05/12/2023;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202331340005;2023;FAUSTO PINATO;0005;0.0;397836.0;Emenda Individual - Transferências Especiais;11/12/2023;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202331340005;2023;FAUSTO PINATO;0005;0.0;1402164.0;Emenda Individual - Transferências Especiais;11/12/2023;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202331340005;2023;FAUSTO PINATO;0005;397836.0;0.0;Emenda Individual - Transferências Especiais;05/07/2023;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202331340005;2023;FAUSTO PINATO;0005;0.0;0.0;Emenda Individual - Transferências Especiais;05/12/2023;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202331340005;2023;FAUSTO PINATO;0005;1402164.0;0.0;Emenda Individual - Transferências Especiais;05/07/2023;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
