Código da Emenda;Ano da Emenda;Nome do Autor da Emenda;Número da emenda;Valor Empenhado;Valor Pago;Tipo de Emenda;Data Documento;Município de aplicação do recurso;Código IBGE do município de aplicação do recurso;Fase da despesa;Favorecido;Órgão Superior;Grupo Despesa;Elemento Despesa;Função;SubFunção;Ação;Possui convênio?
202041260002;2020;POLICIAL KATIA SASTRE;0002;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;29/04/2020;FERRAZ DE VASCONCELOS;3515707;Liquidação;BANCO DO BRASIL SA;Ministério da Saúde;Outras Despesas Correntes;Contribuições;Múltiplo;Múltiplo;Múltiplo;NÃO
202041180002;2020;MARCO BERTAIOLLI;0002;0.0;0.0;Emenda Individual - Transferências com Finalidade Definida;31/12/2020;FERRAZ DE VASCONCELOS;3515707;Liquidação;Sem informação;Ministério da Saúde;Múltiplo;Múltiplo;Múltiplo;Múltiplo;Múltiplo;NÃO
202081000179;2020;RELATOR GERAL;0179;0.0;0.0;Emenda de Relator;31/12/2020;FERRAZ DE VASCONCELOS;3515707;Liquidação;Sem informação;Ministério da Agricultura e Pecuária;Múltiplo;Múltiplo;Múltiplo;Múltiplo;Múltiplo;NÃO
202141260003;2021;POLICIAL KATIA SASTRE;0003;0.0;215000.0;Emenda Individual - Transferências Especiais;02/08/2021;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202141260003;2021;POLICIAL KATIA SASTRE;0003;0.0;0.0;Emenda Individual - Transferências Especiais;30/07/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202141260003;2021;POLICIAL KATIA SASTRE;0003;0.0;85000.0;Emenda Individual - Transferências Especiais;02/08/2021;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202141260003;2021;POLICIAL KATIA SASTRE;0003;85000.0;0.0;Emenda Individual - Transferências Especiais;08/07/2021;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202141260003;2021;POLICIAL KATIA SASTRE;0003;0.0;0.0;Emenda Individual - Transferências Especiais;30/07/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Outras Despesas Correntes;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202141260003;2021;POLICIAL KATIA SASTRE;0003;215000.0;0.0;Emenda Individual - Transferências Especiais;08/07/2021;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202137350005;2021;NILTO TATTO;0005;0.0;430000.0;Emenda Individual - Transferências Especiais;02/08/2021;FERRAZ DE VASCONCELOS;3515707;Pagamento;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202137350005;2021;NILTO TATTO;0005;0.0;0.0;Emenda Individual - Transferências Especiais;30/07/2021;FERRAZ DE VASCONCELOS;3515707;Liquidação;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
202137350005;2021;NILTO TATTO;0005;430000.0;0.0;Emenda Individual - Transferências Especiais;09/07/2021;FERRAZ DE VASCONCELOS;3515707;Empenho;MUNICIPIO DE FERRAZ DE VASCONCELOS;Ministério da Fazenda;Investimentos;Contribuições;Encargos especiais;Outras transferências;TRANSFERENCIAS ESPECIAIS;NÃO
