Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor;ano
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);siconfi-cor_ReceitasExcetoIntraOrcamentarias;487893976,25;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.0.0.0.00.0.0 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.0.0;472847332,27;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_RO1.1.0.0.00.0.0;81993634,69;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.0.00.0.0 - Impostos;siconfi-cor_RO1.1.1.0.00.0.0;65356348,3;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.3.00.0.0 - Impostos sobre a Renda e Proventos de Qualquer Natureza;siconfi-cor_RO1.1.1.3.00.0.0;5830016,6;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.3.03.0.0 - Imposto sobre a Renda - Retido na Fonte;siconfi-cor_RO1.1.1.3.03.0.0;5830016,6;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.3.03.4.0 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos;siconfi-cor_RO1.1.1.3.03.4.0;5830016,6;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.8.00.0.0 - Impostos Específicos de Estados, DF e Municípios;siconfi-cor_RO1.1.1.8.00.0.0;59338846,59;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.8.01.0.0 - Impostos sobre o Patrimônio para Estados/DF/Municípios;siconfi-cor_RO1.1.1.8.01.0.0;40349653,83;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.8.01.1.0 - Imposto sobre a Propriedade Predial e Territorial Urbana;siconfi-cor_RO1.1.1.8.01.1.0;34785363,99;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.8.01.4.0 - Imposto sobre Transmissão ¿Inter Vivos¿ de Bens Imóveis e de Direitos Reais sobre Imóveis;siconfi-cor_RO1.1.1.8.01.4.0;5564289,84;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.8.02.0.0 - Impostos sobre a Produção, Circulação de Mercadorias e Serviços;siconfi-cor_RO1.1.1.8.02.0.0;18989192,76;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.8.02.3.0 - Imposto sobre Serviços de Qualquer Natureza;siconfi-cor_RO1.1.1.8.02.3.0;18989192,76;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.1.9.00.0.0 - Outros Impostos;siconfi-cor_RO1.1.1.9.00.0.0;187485,11;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.2.0.00.0.0 - Taxas;siconfi-cor_RO1.1.2.0.00.0.0;16636887,63;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.2.8.00.0.0 - Taxas - Específicas de Estados, DF e Municípios;siconfi-cor_RO1.1.2.8.00.0.0;16636887,63;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.2.8.01.0.0 - Taxas de Inspeção, Controle e Fiscalização;siconfi-cor_RO1.1.2.8.01.0.0;77241,83;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.2.8.01.1.0 - Taxa de Fiscalização de Vigilância Sanitária;siconfi-cor_RO1.1.2.8.01.1.0;77241,83;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.2.8.02.0.0 - Taxas pela Prestação de Serviços;siconfi-cor_RO1.1.2.8.02.0.0;16559645,8;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.2.8.02.9.0 - Taxas pela Prestação de Serviços - Outras;siconfi-cor_RO1.1.2.8.02.9.0;16559645,8;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.3.0.00.0.0 - Contribuição de Melhoria;siconfi-cor_RO1.1.3.0.00.0.0;398,76;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.3.8.00.0.0 - Contribuição de Melhoria - Específica de Estados, DF e Municípios;siconfi-cor_RO1.1.3.8.00.0.0;398,76;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.1.3.8.04.0.0 - Contribuição de Melhoria para Pavimentação e Obras Complementares;siconfi-cor_RO1.1.3.8.04.0.0;398,76;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.2.0.0.00.0.0 - Contribuições;siconfi-cor_RO1.2.0.0.00.0.0;7239360,17;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.2.1.0.00.0.0 - Contribuições Sociais;siconfi-cor_RO1.2.1.0.00.0.0;70388,48;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.2.1.8.00.0.0 - Contribuições Sociais Específicas de Estados, DF e Municípios;siconfi-cor_RO1.2.1.8.00.0.0;70388,48;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.2.1.8.01.0.0 - Contribuição do Servidor Civil para o Plano de Seguridade Social - CPSSS - Específico de EST/DF/MUN;siconfi-cor_RO1.2.1.8.01.0.0;70388,48;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.2.1.8.01.2.0 - CPSSS do Servidor Civil Inativo;siconfi-cor_RO1.2.1.8.01.2.0;70388,48;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.2.4.0.00.0.0 - Contribuição para o Custeio do Serviço de Iluminação Pública;siconfi-cor_RO1.2.4.0.00.0.0;7168971,69;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.3.0.0.00.0.0 - Receita Patrimonial;siconfi-cor_RO1.3.0.0.00.0.0;3233178,16;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.3.2.0.00.0.0 - Valores Mobiliários;siconfi-cor_RO1.3.2.0.00.0.0;3233178,16;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.3.2.1.00.0.0 - Juros e Correções Monetárias;siconfi-cor_RO1.3.2.1.00.0.0;3233178,16;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.3.2.1.00.1.0 - Remuneração de Depósitos Bancários;siconfi-cor_RO1.3.2.1.00.1.0;3233178,16;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.0.0.00.0.0 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.0.0;349758819,54;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.0.00.0.0 - Transferências da União e de suas Entidades;siconfi-cor_RO1.7.1.0.00.0.0;131712794,15;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.00.0.0 - Transferências da União - Específicas de Estados, DF e Municípios;siconfi-cor_RO1.7.1.8.00.0.0;131712794,15;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.01.0.0 - Participação na Receita da União;siconfi-cor_RO1.7.1.8.01.0.0;95305825,22;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.01.2.0 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal;siconfi-cor_RO1.7.1.8.01.2.0;88032432,14;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.01.3.0 - Cota-Parte do Fundo de Participação do Municípios ¿ 1% Cota entregue no mês de dezembro;siconfi-cor_RO1.7.1.8.01.3.0;3858568,97;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.01.4.0 - Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho;siconfi-cor_RO1.7.1.8.01.4.0;3408457,46;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.01.5.0 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural;siconfi-cor_RO1.7.1.8.01.5.0;6366,65;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.02.0.0 - Transferência da Compensação Financeira pela Exploração de Recursos Naturais;siconfi-cor_RO1.7.1.8.02.0.0;4071910,36;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.02.6.0 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP;siconfi-cor_RO1.7.1.8.02.6.0;4071910,36;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.03.0.0 - Transferência de Recursos do Sistema Único de Saúde ¿ SUS ¿ Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;siconfi-cor_RO1.7.1.8.03.0.0;13666185,12;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.03.1.0 - Transferência de Recursos do SUS ¿ Atenção Primária;siconfi-cor_RO1.7.1.8.03.1.0;8031237,56;2021
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;196500;Receitas Brutas Realizadas;1.7.1.8.03.2.0 - Transferência de Recursos do SUS ¿ Atenção Especializada;siconfi-cor_RO1.7.1.8.03.2.0;3235187,64;2021
