Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor;ano
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;Despesas Exceto Intraorçamentárias;siconfi-cor_TotalDespesas;652083105,99;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;01 - Legislativa;siconfi-cor_TotalDespesas;19007945,9;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;19007945,9;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;03 - Essencial à Justiça;siconfi-cor_TotalDespesas;7843289,64;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;03.122 - Administração Geral;siconfi-cor_TotalDespesas;7446660,62;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;FU03 - Demais Subfunções;siconfi-cor_TotalDespesas;396629,02;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;04 - Administração;siconfi-cor_TotalDespesas;104672443,77;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;70193739,77;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;27631340,64;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;04.124 - Controle Interno;siconfi-cor_TotalDespesas;6677,75;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;04.126 - Tecnologia da Informação;siconfi-cor_TotalDespesas;429934,8;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;04.131 - Comunicação Social;siconfi-cor_TotalDespesas;1754757,07;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;FU04 - Demais Subfunções;siconfi-cor_TotalDespesas;4655993,74;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;06 - Segurança Pública;siconfi-cor_TotalDespesas;19661446,23;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;06.122 - Administração Geral;siconfi-cor_TotalDespesas;19656446,23;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;FU06 - Demais Subfunções;siconfi-cor_TotalDespesas;5000,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;08 - Assistência Social;siconfi-cor_TotalDespesas;15082040,55;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;08.244 - Assistência Comunitária;siconfi-cor_TotalDespesas;9147732,3;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;08.122 - Administração Geral;siconfi-cor_TotalDespesas;5933808,25;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;FU08 - Demais Subfunções;siconfi-cor_TotalDespesas;500,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;10 - Saúde;siconfi-cor_TotalDespesas;113048063,19;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;45232032,72;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;10950634,8;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;10.303 - Suporte Profilático e Terapêutico;siconfi-cor_TotalDespesas;2192161,31;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;968701,14;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;10.122 - Administração Geral;siconfi-cor_TotalDespesas;53700733,22;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;FU10 - Demais Subfunções;siconfi-cor_TotalDespesas;3800,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;12 - Educação;siconfi-cor_TotalDespesas;220590525,74;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;12.361 - Ensino Fundamental;siconfi-cor_TotalDespesas;164302887,63;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;12.365 - Educação Infantil;siconfi-cor_TotalDespesas;22855320,43;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;12.122 - Administração Geral;siconfi-cor_TotalDespesas;19876399,63;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;FU12 - Demais Subfunções;siconfi-cor_TotalDespesas;13555918,05;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;13 - Cultura;siconfi-cor_TotalDespesas;7824066,38;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;13.391 - Patrimônio Histórico, Artístico e Arqueológico;siconfi-cor_TotalDespesas;299760,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;13.392 - Difusão Cultural;siconfi-cor_TotalDespesas;5558004,42;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;13.122 - Administração Geral;siconfi-cor_TotalDespesas;1966301,96;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;15 - Urbanismo;siconfi-cor_TotalDespesas;109506656,67;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;15.451 - Infraestrutura Urbana;siconfi-cor_TotalDespesas;38815211,4;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;15.452 - Serviços Urbanos;siconfi-cor_TotalDespesas;56454965,03;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;15.122 - Administração Geral;siconfi-cor_TotalDespesas;14236480,24;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;16 - Habitação;siconfi-cor_TotalDespesas;349114,17;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;FU16 - Demais Subfunções;siconfi-cor_TotalDespesas;349114,17;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;20 - Agricultura;siconfi-cor_TotalDespesas;279887,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;FU20 - Demais Subfunções;siconfi-cor_TotalDespesas;279887,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;23 - Comércio e Serviços;siconfi-cor_TotalDespesas;992303,7;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;23.122 - Administração Geral;siconfi-cor_TotalDespesas;992303,7;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;26 - Transporte;siconfi-cor_TotalDespesas;23095096,6;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;26.122 - Administração Geral;siconfi-cor_TotalDespesas;22404773,87;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;FU26 - Demais Subfunções;siconfi-cor_TotalDespesas;690322,73;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;27 - Desporto e Lazer;siconfi-cor_TotalDespesas;10130226,45;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;27.812 - Desporto Comunitário;siconfi-cor_TotalDespesas;2789596,59;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;27.813 - Lazer;siconfi-cor_TotalDespesas;5679144,03;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Empenhadas;27.122 - Administração Geral;siconfi-cor_TotalDespesas;1661485,83;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;Despesas Exceto Intraorçamentárias;siconfi-cor_TotalDespesas;635213368,95;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;01 - Legislativa;siconfi-cor_TotalDespesas;18981120,28;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;18981120,28;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;03 - Essencial à Justiça;siconfi-cor_TotalDespesas;7772371,61;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;03.122 - Administração Geral;siconfi-cor_TotalDespesas;7375742,59;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;FU03 - Demais Subfunções;siconfi-cor_TotalDespesas;396629,02;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;04 - Administração;siconfi-cor_TotalDespesas;103965964,5;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;69732138,45;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;27428835,43;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;04.124 - Controle Interno;siconfi-cor_TotalDespesas;6677,75;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;04.126 - Tecnologia da Informação;siconfi-cor_TotalDespesas;429934,8;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;04.131 - Comunicação Social;siconfi-cor_TotalDespesas;1726183,35;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;FU04 - Demais Subfunções;siconfi-cor_TotalDespesas;4642194,72;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;06 - Segurança Pública;siconfi-cor_TotalDespesas;18988156,82;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;06.122 - Administração Geral;siconfi-cor_TotalDespesas;18983156,82;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;FU06 - Demais Subfunções;siconfi-cor_TotalDespesas;5000,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;08 - Assistência Social;siconfi-cor_TotalDespesas;14821183,44;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;08.244 - Assistência Comunitária;siconfi-cor_TotalDespesas;8900222,16;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;08.122 - Administração Geral;siconfi-cor_TotalDespesas;5920461,28;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;FU08 - Demais Subfunções;siconfi-cor_TotalDespesas;500,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;10 - Saúde;siconfi-cor_TotalDespesas;109705037,75;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;43323633,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;10293095,28;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;10.303 - Suporte Profilático e Terapêutico;siconfi-cor_TotalDespesas;1876327,88;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;838818,31;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;10.122 - Administração Geral;siconfi-cor_TotalDespesas;53369363,28;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;FU10 - Demais Subfunções;siconfi-cor_TotalDespesas;3800,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;12 - Educação;siconfi-cor_TotalDespesas;219590561,24;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;12.361 - Ensino Fundamental;siconfi-cor_TotalDespesas;163994260,24;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;12.365 - Educação Infantil;siconfi-cor_TotalDespesas;22380940,91;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;12.122 - Administração Geral;siconfi-cor_TotalDespesas;19855811,54;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;FU12 - Demais Subfunções;siconfi-cor_TotalDespesas;13359548,55;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;13 - Cultura;siconfi-cor_TotalDespesas;7450824,38;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;13.391 - Patrimônio Histórico, Artístico e Arqueológico;siconfi-cor_TotalDespesas;267765,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;13.392 - Difusão Cultural;siconfi-cor_TotalDespesas;5241831,93;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;13.122 - Administração Geral;siconfi-cor_TotalDespesas;1941227,45;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;15 - Urbanismo;siconfi-cor_TotalDespesas;101922155,48;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;15.451 - Infraestrutura Urbana;siconfi-cor_TotalDespesas;34590506,87;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;15.452 - Serviços Urbanos;siconfi-cor_TotalDespesas;53135683,46;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;15.122 - Administração Geral;siconfi-cor_TotalDespesas;14195965,15;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;16 - Habitação;siconfi-cor_TotalDespesas;205111,2;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;FU16 - Demais Subfunções;siconfi-cor_TotalDespesas;205111,2;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;20 - Agricultura;siconfi-cor_TotalDespesas;279887,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;FU20 - Demais Subfunções;siconfi-cor_TotalDespesas;279887,0;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;23 - Comércio e Serviços;siconfi-cor_TotalDespesas;991112,7;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;23.122 - Administração Geral;siconfi-cor_TotalDespesas;991112,7;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;26 - Transporte;siconfi-cor_TotalDespesas;20647364,62;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;26.122 - Administração Geral;siconfi-cor_TotalDespesas;20034691,89;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;FU26 - Demais Subfunções;siconfi-cor_TotalDespesas;612672,73;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;27 - Desporto e Lazer;siconfi-cor_TotalDespesas;9892517,93;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;27.812 - Desporto Comunitário;siconfi-cor_TotalDespesas;2614957,34;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;27.813 - Lazer;siconfi-cor_TotalDespesas;5624949,33;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Liquidadas;27.122 - Administração Geral;siconfi-cor_TotalDespesas;1652611,26;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;Despesas Exceto Intraorçamentárias;siconfi-cor_TotalDespesas;628127777,69;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;01 - Legislativa;siconfi-cor_TotalDespesas;18981120,28;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;18981120,28;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;03 - Essencial à Justiça;siconfi-cor_TotalDespesas;7754348,11;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;03.122 - Administração Geral;siconfi-cor_TotalDespesas;7357719,09;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;FU03 - Demais Subfunções;siconfi-cor_TotalDespesas;396629,02;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;04 - Administração;siconfi-cor_TotalDespesas;103014673,92;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;69254902,2;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;26976669,58;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;04.124 - Controle Interno;siconfi-cor_TotalDespesas;6677,75;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;04.126 - Tecnologia da Informação;siconfi-cor_TotalDespesas;429934,8;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;04.131 - Comunicação Social;siconfi-cor_TotalDespesas;1720815,35;2024
Prefeitura Municipal de Ferraz de Vasconcelos - SP;3515707;SP;187253;Despesas Pagas;FU04 - Demais Subfunções;siconfi-cor_TotalDespesas;4625674,24;2024
