Nro Emenda;Data;Aplicação;Âmbito;Tipo;Destinação;Parlamentar;Descrição;Finalidade;Fundamento Legal;Orçado;Empenhado;Receita Recebida;Bancos Recebido
30/04/2026;8040004-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;CLAUDIO RAMOS MOREIRA;VALOR A SER DESTINADO PARA AQUISICAO DE EQUIPAMENTOS MOBILIARIOS MEDICOS HOSPITALARES EM GERAL E ELETRODOMESTICOS PARA O AMBULATORIO DE SAUDE MENTAL.;VALOR DESTINADO PARA AQUISICAO DE EQUIPAMENTOS MOBILIARIOS MEDICO HOSPITALARES EM GERAL E ELETRODOMESTICOS PARA O AMBULATORIO DE SAUDE MENTAL.;3642/2025;84725.49;0.0;0.0;0.0;0
30/04/2026;8040005-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;CLAUDIO RAMOS MOREIRA;VALOR A SER DESTINADO PARA AQUISICAO DE EQUIPAMENTOS MOBILIARIOS MEDICO HOSPITALARES EM GERAL E ELETRODOMESTICOS PARA O CAPS AD.;VALOR A SER DESTINADO PARA AQUISICAO DE EQUIPAMENTOS MOBILIARIOS MEDICO HOSPITALARES EM GERAL E ELETRODOMESTICOS PARA O CAPS AD.;3642/2025;84725.49;0.0;0.0;0.0;0
30/04/2026;8040006-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO RAMOS MOREIRA;VALOR DESTINADO PARA PROMOCAO DE PASSEIO CICLISTICO EM ALUSAO AO DIA DO PEDAL SOLIDARIO, COMEMORANDO NO PRIMEIRO DOMINGO DE DEZEMBRO, BEM ASSIM AO DIA NACIONAL DO CICLISTA COMEMORADO EM 19 DE AGOSTO, ENTIDADE BENEFICIARIA INSTITITUTO DE INCLUSAO E RESPONSABILIDADE SOCIAL SE LIAGA CNPJ N. 08.844.628/0001-85.;VALOR DESTINADO PARA PROMOCAO DE PASSEIO CICLISTICO EM ALUSAO AO DIA DO PEDAL SOLIDARIO, COMEMORADO NO PRIMEIRO DOMINGO DE DEZEMBRO, BEM ASSIM AO DIA NACIONAL DO CICLISTA COMEMORADO EM 19 DE AGOSTO, ENTIDADE BENEFICIARIA INSTITUTO DE INCLUSAO E RESPONSABILIDADE SOCIAL SE LIGA CNPJ N. 08.844.628/0001-85;3642/2025;79176.47;0.0;0.0;0.0;0
30/04/2026;8040007-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO RAMOS MOREIRA;VALOR A SER DESTINADO AS COMEMORACOES ALUSIVAS AO DIA DO VIDEIRO.;VALOR A SER DESTINADO AS COMEMORACOES ALUSIVAS AO DIA DO VIDEIRO.;3642/2025;30000.0;30000.0;0.0;0.0;0
30/04/2026;8040008-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO RAMOS MOREIRA;VALOR A SER DESTINADO A FESTA NORDESTINA DO CENTRO DE CULTURA, LAZER E ESPORTE TIO TEO, VILA CORREA.;VALOR A SER DESTINADO A REALIZACAO DA FESTA NORDESTINA DO CENTRO DE CULTURA, LAZER E ESPORTE TIO TEO, VILA CORREA.;3642/2025;20000.0;0.0;0.0;0.0;0
30/04/2026;8040009-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO RAMOS MOREIRA;VALOR A SER DESTINADO A REALIZACAO DO EVENTO CULTURAL ALUSIVO AS RELIGIOES DE MATRIZES AFRICANAS.;VALOR A SER DESTINADO A REALIZACAO DO EVENTO CULTURAL ALUSIVO AS RELIGIOES DE MATRIZES AFRICANAS.;3642/2025;45000.0;21934.7;0.0;0.0;0
30/04/2026;8040010-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO RAMOS MOREIRA;VALOR A SER DESTINADO PARA REALIZACAO DE DAS CRIANCAS DO JARDIM ROSANA E ADJACENCIAS.;VALOR A SER DESTINADO PARA REALIZACAO DA FESTA DAS CRIANCAS DO JARDIM ROSANA E ADJACENCIAS.;3642/2025;20000.0;0.0;0.0;0.0;0
30/04/2026;8040011-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO RAMOS MOREIRA;VALOR A SER DESTINADO A REALIZACAO DA FESTA DAS CRIANCAS DO CONJUNTO HABITACIONAL ITAJUIBE.;VALOR A SER DESTINADO PARA REALIZACAO DA FESTA DAS CRIANCAS DO CONJUNTO HABITACIONAL ITAJUIBE.;3642/2025;15000.0;0.0;0.0;0.0;0
30/04/2026;8040012-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO RAMOS MOREIRA;VALOR DESTINADO A RELIAZACAO DA FESTA NORDESTINA DO JARDIM ROSANA E ADJACENCIAS.;VALOR A SER DESTINADO A FESTA NORDESTINA DO JARDIM ROSANA E ADJACENCIAS.;3642/2025;20000.0;0.0;0.0;0.0;0
30/04/2026;8040013-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO RAMOS MOREIRA;VALOR A SER DESTINADO PARA REALIZACAO DA FESTA DAS CRIANCAS DO JARDIM ANCHIETA E ADJACENCIAS.;VALOR A SER DESTINADO PARA RELIAZACAO DA FESTA DAS CRIANCAS DO JARDIM ANCHIETA E ADJACENCIAS.;3642/2025;15000.0;0.0;0.0;0.0;0
30/04/2026;8040015-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ANDERSON DOS SANTOS;VALOR A SER DESTINADO PARA DESENVOLVIMENTO DAS COMPETENCIAS DA PASTA, PODENDO SER UTILIZADO NA COMPRA DE MATERIAIS.;VALOR A SER UTILIZADO PARA DESENVOLVIMENTO DAS COMPETENCIAS DA PASTA, PODENDO SER UTILIZADO NA COMPRA DE MATERIAIS.;3642/2025;68352.94;0.0;0.0;0.0;0
30/04/2026;8040016-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ANDERSON DOS SANTOS;VALOR A SER UTILIZADO PARA DESENVOLVIMENTO DAS COMPETENCIAS DA PASTA, PODENDO SER UTILIZADO NA COMPRA DE MATERIAIS.;VALOR A SER UTILIZADO PARA DESENVOLVIMENTO DAS COMPETENCIAS DA PASTA, PODENDO SER UTILIZADO NA COMPRA DE MATERIAIS.;3642/2025;50000.0;990.72;0.0;0.0;0
30/04/2026;8040017-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ANDERSON DOS SANTOS;VALOR A SER DESTINADO PARA AQUISICAO DE PERSIANAS PARA O CENTRO DE FISIOTERAPIA DO JARDIM CASTELLO.;VALOR A SER DESTINADO PARA AQUISICAO DE PERSIANAS PARA O CENTRO DE FISIOTERAPIA DO JARDIM CASTELLO.;3642/2025;25000.0;0.0;0.0;0.0;0
30/04/2026;8040018-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;ANDERSON DOS SANTOS;VALOR A SER DESTINADO PARA AQUISICAO DE EQUIPAMENTOS DE ULTRASSONOGRAFIA.;VALOR A SER UTILIZADO PARA AQUISICAO DE EQUIPAMENTO DE ULTRASSONOGRAFIA.;3642/2025;100000.0;0.0;0.0;0.0;0
30/04/2026;8040021-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;JOSE JUCA DE ARAUJO NETO;VALOR DESTINADO A REALIZACAO DE EVENTOS CULTURAIS DURANTE O ANO DE 2026.;VALOR DESTINADO A REALIZACAO DE EVENTOS CULTURAIS DURANTE O ANO DE 2026.;3642/2025;24176.47;9452.4;0.0;0.0;0
30/04/2026;8040023-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;JOSE JUCA DE ARAUJO NETO;VALOR A SER UTILIZADO PARA REGULARIZACAO FUNDIARIA ANO 2026.;VALOR A SER DESTINADO PARA REGULARIZACAO FUNDIARIA ANO 2026.;3642/2025;230000.0;0.0;0.0;0.0;0
30/04/2026;8040024-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;MARCOS ANTONIO CASTELLO;VALOR A SER DESTINADO PARA REALIZACAO DA FESTA JULINA DO JARDIM ANCHIETA, CONFORME CALENDARIO OFICIAL DE EVENTOS DO MUNICIPIO, PODENDO SER UTILIZADO PARA CONTRACAO DOS ARTISTAS, ALUGUEL DE TENDAS, PALCOS, BANHEIROS QUIMICOS E EQUIPES DE SOM.;VALOR DESTINADO PARA REALIZACAO DA FESTA JULINA DO JARDIM ANCHIETA, CONFORME CALENDARIO OFICIAL DE EVENTOS DO MUNICIPIO, PODENDO SER UTILIZADO PARA CONTRATACAO DOS ARTISTAS, ALUGUEL DE TENDAS, PALCOS, BANHEIROS QUIMICOS E EQUIPES DE SOM.;3642/2025;40000.0;0.0;0.0;0.0;0
30/04/2026;8040026-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;MARCOS ANTONIO CASTELLO;palcos, banheiros químicos e equipes de som.valor a ser destinado para realizacao da Festa do Dias das Criancas do Jardim Anchieta, conforme Calendario Oficial de Eventos do Municipio, podendo ser utilizado para contratação dos artistas, aluguel de tendas, palcos, banheiros químicos e equipes de som.;valor a ser destinado para realizacao da Festa do Dias das Criancas do Jardim Anchieta, conforme Calendario Oficial de Eventos do Municipio, podendo ser utilizado para contratacao dos artistas, aluguel de ten  s, palcos, banheiros quimicos e equipes de som.;3642/2025;20000.0;0.0;0.0;0.0;0
30/04/2026;8040031-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;LUIZ TENORIO DE MELO;VALOR A SER DESTINADO PARA INVESTIMENTO NA FEIRA GASTRONOMICA.;VALOR A SER DESTINADO PARA INVESTIMENTO NA FEIRA GASTRONOMICA.;3642/2025;20000.0;0.0;0.0;0.0;0
30/04/2026;8040033-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;LUIZ TENORIO DE MELO;VALOR A SER DESTINADO PARA TUBULACAO DAS AGUAS FLUVIAIS QUE DESCE NA VIELA TODA EXTENSAO DA RUA JOAO FELIX MUCHEIRONI, JARDIM SAO JOSE.;VALOR A SER DESTINADO PARA TUBULACAO DAS AGUAS FLUVIAIS QUE DESCE NAVIELA TODA EXTENSAO DA RUA JOAO FELIX MUCHEIRONI, JARDIM SAO JOSE.;3642/2025;204176.47;0.0;0.0;0.0;0
30/04/2026;8040034-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;LUIZ TENORIO DE MELO;VALOR A SER UTILIZADO PARA CONTRATACAO DE EXAMES DE IMAGEM;VALOR A SER UTILIZADO PARA CONTRATACAO DE EXAMES DE IMAGEM.;3642/2025;254176.47;254176.47;0.0;0.0;0
30/04/2026;8040029-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;MARCOS ANTONIO CASTELLO;VALOR A SER DESTINADO PARA CONSTRUCAO DO MURO E TROCA DE PORTOES DA ASSOCIACAO AMIGOS DE BAIRRO DO JARDIM SAO JOAO.;VALOR A SER DESTINADO PARA CONSTRUCAO DO MURO E TROCA DE PORTOES DA ASSOCIACAO AMIGOS DE BAIRRO DO JARDIM SAO JOAO.;3642/2025;100000.0;0.0;0.0;0.0;0
30/04/2026;8040030-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;MARCOS ANTONIO CASTELLO;VALOR A SER DESTINADO PARA REALIZACAO DO PAISAGISMO TATICO, CONFORME A NECESSIDADE DO MUNICIPIO E DESENVOLVIMENTO SUSTENTAVEL DA CIDADE.;VALOR A SER DESTINADO PARA A REALIZACAO DO PAISAGISMO TATICO, CONFORME A NECESSIDADE DO MUNICIPIO E DESENVOLVIMENTO SUSTENTAVEL DA CIDADE.;3642/2025;59176.47;0.0;0.0;0.0;0
30/04/2026;8040022-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;JOSE JUCA DE ARAUJO NETO;VALOR DESTINADO PARA CONTRATACAO DE EXAMES DE IMAGENS.;VALOR DESTINADO PARA CONTRATACAO DE EXAMES DE IMAGEM.;3642/2025;254176.47;254176.47;0.0;0.0;0
30/04/2026;8040035-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;HODIRLEI MARTINS PEREIRA;VALOR DESTINADO A REALIZACAO DA FESTA DA PADROEIRA NA PAROQUIA NOSSA SENHORA DA PAZ, CONFORME CALENDARIO DO MUNICIPIO.;VALOR DESTINADO A REALIZACAO DA FESTA DA PADROEIRA NA PAROQUIA NOSSA SENHORA DA PAZ, CONFORME CALENDARIO DO MUNICIPIO.;3642/2025;20000.0;0.0;0.0;0.0;0
30/04/2026;8040036-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;HODIRLEI MARTINS PEREIRA;VALOR DESTINADO A COMPRA DE COMPUTADORES PARA BIBLIOTECA MUNICIPAL JOSE ANDERE.;VALOR A DESTINADO PARA COMPRA DE COMPUDORES PARA BIBLIOTECA MUNICIPAL JOSE ANDERE.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040037-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;HODIRLEI MARTINS PEREIRA;VALOR DESTINADO A REALIZACAO DA SEMANA DO EVANGELHO.;VALOR DESTINADO A REALIZACAO DA SEMANA DO EVANGELHO.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040038-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;HODIRLEI MARTINS PEREIRA;VALOR A SER DESTINADO PARA INVESTIMENTO NA FEIRA GASTRONOMICA.;VALOR A SER DESTINADO PARA INVESTIMENTO NA FEIRA GASTRONIMICA.;3642/2025;15000.0;15000.0;0.0;0.0;0
30/04/2026;8040039-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;HODIRLEI MARTINS PEREIRA;VALOR DESTINADO A LIGA DAS ESCOLAS DE SAMBA, CONFORME CALENDARIO OFICIAL DO MUNICIPIO.;VALOR DESTINADO A LIGA DAS ESCOLAS DE SAMBA, CONFORME CALENDARIO OFICIAL DO MUNICIPIO.;3642/2025;10000.0;10000.0;0.0;0.0;0
30/04/2026;8040040-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;HODIRLEI MARTINS PEREIRA;VALOR A SER DESTINADO PARA REALIZACAO DO EVENTO DA SEMANA MUNICIAPAL DE REGGAE, PARA CONTRATACAO DA BANDA TRIBO DE JAH.;VALOR A SER DESTINADO PARA REALIZACAO DO EVENTO DA SEMANA MUNICIPAL DO REGGAE, PARA CONTRATACAO DA BANDA TRIBO DE JAH.;3642/2025;99000.0;60000.0;0.0;0.0;0
30/04/2026;8040042-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;HODIRLEI MARTINS PEREIRA;REALIZACAO DE EVENTO DO DIA DA FAVELA, ORGANIZACAO, INFRAESTRUTURA QUE SE FACA NECESSARIO PARA REALIZACAO DO EVENTO.;DESTINADO A REALIZACAO DE EVENTO DO DIA DA FAVELA, ORGANIZACAO, INFRAESTRUTURA QUE SE FACA NECESSARIO PARA REALIZACAO DO EVENTO.;3642/2025;15000.0;0.0;0.0;0.0;0
30/04/2026;8040046-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;HODIRLEI MARTINS PEREIRA;VALOR A SER DESTINADO AO PAISAGISMO TATICO.;VALOR A SER DESTINADO AO PAISAGISMO TATICO.;3642/2025;15176.47;0.0;0.0;0.0;0
30/04/2026;8040047-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ANANIAS COELHO NETO;VALOR A SER DESTINADO PARA CONTRATACAO DE EXAMES DE IMAGEM.;VALOR A SER DESTINADO PARA CONTRATACAO DE EXAMES DE IMAGEM.;3642/2025;224176.47;224176.47;0.0;0.0;0
30/04/2026;8040049-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;ALEXANDRO SANTOS ALVES SILVA;VALOR A SER DESTINADO PARA COMPRA DE MATERIAIS PERMANENTES.;VALOR A SER DESTINADO PARA COMPRA DE MATERIAIS PERMANENTES.;3642/2025;44176.47;0.0;0.0;0.0;0
30/04/2026;8040050-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ALEXANDRO SANTOS ALVES SILVA;VALOR A SER DESTINADO PARA EXECUCAO DO EVENTO ESCORREGA FERRAZ, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;VALOR A SER DESTINADO PARA EXECUCAO DO EVENTO ESCORREGA FERRAZ, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;3642/2025;30000.0;0.0;0.0;0.0;0
30/04/2026;8040051-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ALEXANDRO SANTOS ALVES SILVA;VALOR A SER DESTINADO PARA FORMATURA E CERTIFICACAO DOS BOMBEIROS MIRINS, QUE PARTICIPAREM DO DIA DO BOMBEIRO MIRIM, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;VALOR A SER DESTINADO PARA FORMATURA E CERTICACAO DOS BOMBEIROS MIRINSQUE PARTICIPAREM DO DIA DO BOMBEIRO MIRIM, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;3642/2025;30000.0;0.0;0.0;0.0;0
30/04/2026;8040056-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ALEXANDRO SANTOS ALVES SILVA;VALOR DESTINADO A FOMENTO DO RESGATE DAS BRINCADEIRAS ANTIGAS.;VALOR DESTINADO A FOMENTO DO RESGATE DAS BRINCADEIRAS ANTIGAS.;3642/2025;25000.0;25000.0;0.0;0.0;0
30/04/2026;8040053-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ALEXANDRO SANTOS ALVES SILVA;VALOR DESTINADO PARA COMPRA DE MATERIAIS ESPORTIVOS.;VALOR DESTINADO PARA COMPRAS DE MATERIAIS ESPORTIVOS.;3642/2025;120000.0;0.0;0.0;0.0;0
30/04/2026;8040057-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;EWERTON DE LISSA SOUZA;VALOR DESTINADO PARA AQUISICAO DE MATERIAIS ESPORTIVOS.;VALOR DESTINADO PARA AQUISICAO DE MATERIAIS ESPORTIVOS.;3642/2025;0.0;0.0;0.0;0.0;0
30/04/2026;8040058-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;EWERTON DE LISSA SOUZA;VALOR DESTINdo para custeio e manutencao das atividades da entidade demodo a formentar o atendimento realizado no municipio na area da educacao, entidade beneficiaria ASSOCIACAO BENEFICENTE ANJOS DE OURO CNPJ N22.227.741/0001-42;valor destinado para custeio e manutencao das atividades das entidadesde modo a formentar o atendimento realizado no municipio na area da educacao, entidade beneficiaria ASSOCIACAO BENEFICENTE ANJOS DE OURO CNPJ numero 22.227.741/0001-42;3642/2025;70000.0;0.0;0.0;0.0;0
30/04/2026;8040060-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;VALTER COSTA FERNANDES;VALOR DESTINADO PARA REALIZACAO DA SEMANA MUNICIPAL DO REGGAE, PARA CONTRATACAO DA BANDA TRIBO DE JAH.;VALOR DESTINADO PARA REALIZACAO DA SEMANA MUNICIPAL DO REGGAE, PARA CONTRATACAO DA BANDA TRIBO DE JAH.;3642/2025;25000.0;25000.0;0.0;0.0;0
30/04/2026;8040061-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;VALTER COSTA FERNANDES;VALOR DESTINADO PARA REALIZACAO DE EVENTO CULTURAL DE MODA DE VIOLA.;VALOR DESTINADO PARA REALIZACAO DE EVENTO CULTURAL DE MODA DE VIOLA.;3642/2025;30000.0;0.0;0.0;0.0;0
30/04/2026;8040062-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;VALTER COSTA FERNANDES;VALOR DESTINADO PARA CUSTEAR A AQUISICAO DE MATERIAIS ESPORTIVOS.;VALOR DESTINADO PARA CUSTEAR A AQUISICAO DE MAERIAIS ESPORTIVOS.;3642/2025;75000.0;74840.0;0.0;0.0;0
30/04/2026;8040064-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;VALTER COSTA FERNANDES;VALOR A SER DESTINADO PARA AQUISICAO DE MASSA ASFALTICA PARA REALIZACAO DE TAPA BURACOS EM VIA PUBLICOS MUNICIPAIS.;VALOR A SER DESTINADO PARA AQUISICAO DE MASSA ASFALTICA PARA REALIZACAO DE TAPA BURACOS EM VIAS PUBLICAS MUNICIPAIS.;3642/2025;100000.0;99840.0;0.0;0.0;0
30/04/2026;8040066-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;DIEGO PINHEIRO DE OLIVEIRA;VALOR A SER UTILIZADO PARA AQUISICAO DE MATERIAIS E INSUMOS PARA O PROJETO CARAVANA DO LAZER - O ESPORTE EM SEU BAIRRO. PARA VIABILIZAR A REALIZACAO DE EVENTOS ESPORTIVOS E LAZER NOS BAIRROS DA CIDADE.;VALOR AS SER UTILIZADO PARA AQUISICAO DE MATERIAS E INSUMOS PARA O PROJETO CARAVANA DO LAZER- O ESPORTE EM SEU BAIRRO. PARA VIABILIZAR A RELALIZACAO DE EVENTOS ESPORTIVOS E LAZER NOS BAIRROS DA CIDADE.;3642/2025;254178.47;91724.5;0.0;0.0;0
30/04/2026;8040068-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;SELMA FRANCISCA DOS SANTOS;VALOR DESTINADO PARA  CONTRATACAO DE EXAMES DE IMAGEM.;VALOR A SER DESTINADO PARA CONTRATACAO DE EXAMES DE IMAGEM.;3642/2025;100000.0;100000.0;0.0;0.0;0
30/04/2026;8040070-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;SELMA FRANCISCA DOS SANTOS;VALOR A SER DESTINADO PARA COMPRA DE COMPUTADORES.;VALOR A SER DESTINADO PARA COMPRA DE COMPUTADORES.;3642/2026;50000.0;39438.99;0.0;0.0;0
30/04/2026;8040071-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;;VALOR A SER DESTINADO PARA COMPRAS DE CAMERAS DE MONITORAMENTO PARA AS EMEBS- PROFESSORA PRIMOROSA JORGE DO NASCIMENTO- VEREADOR GERALDO DA SILVA- MARIA DA GLORIA DIAS HORVATH E PROFESSORA NURIMAR MARTINS HIAR.;VALOR A SER DESTINADO PARA COMPRAS DE CAMERAS DE MONITORAMENTO PATA ASEMEBS- PROFESSORA PRIMOROSA JORGE DO NASCIMENTO DO NASCIMENTO- VEREADOR GERALDO DA SILVA- MARIA DA GLORIA DIAS HORVATH E PROFESSORA NURIMAR MARTINS HIAR.;3642/2025;51000.0;0.0;0.0;0.0;0
30/04/2026;8040073-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;SELMA FRANCISCA DOS SANTOS;VALOR A SER DESTINADO PARA REALIZACAO DE INFRAESTRUTURA OU COMPRA DE MATERIAS PARA A GUARDIA MARIA DA PENHA GUARDA CIVIL MUNICIPAL.;VALOR A SER DESTINADO PARA REALIZACAO DE INFRAESTRUTURA OU COMPRA DE MATERIAS PARA A GUARDIA MARIA DA PENHA GUARDA CIVIL MUNICIPAL.;3642/2025;20000.0;0.0;0.0;0.0;0
30/04/2026;8040074-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;SELMA FRANCISCA DOS SANTOS;VALOR DESTINADO PARA COMPRA DE COMPUTADORES DA BIBLIOTECA MUNICIPAL JOSE ANDERE.;VALOR DESTINADO PARA COMPRA DE COMPUTADORES DA BIBLIOTECA MUNICIPAL JOSER ANDERE.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040075-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;SELMA FRANCISCA DOS SANTOS;VALOR DESRTINADO PARA COMPRA DE MATERIAIS ESPORTIVOS.;VALOR DESTINADO PARA COMPRA DE MATERIAIS ESPORTIVOS.;3642/2025;20000.0;0.0;0.0;0.0;0
