Município;Entidade;Código da Licitação;Modalidade de licitação;Objeto;Descrição do objeto contratado;Produto (item);Quantidade do objeto contratado (item);Unidade do objeto contratado;Valor unitário orçamento estimativo lote;Quantidade orçamento estimativo lote;Unidade de medida orçamento estimativo lote;Valor unitário orçamento estimativo item;Quantidade orçamento estimativo item;Unidade de medida orçamento estimativo item;Número do edital;Data do edital;CNPJ do participante candidato;Nome do participante candidato;Resultado da Habilitação;Valor da Proposta;arquivo_origem;ano
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;PELARGONIUM SIDOIDES DC.GOTAS KALOBA 825MG/ML 20ML ;;;;86,99;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;PELARGONIUM SIDOIDES DC.GOTAS KALOBA 825MG/ML 20ML ;;;;113,45;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;PELARGONIUM SIDOIDES DC.GOTAS KALOBA 825MG/ML 20ML ;;;;121,39;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;POMADA RESTRUTURANTE MG 500I 150G ;;;;11,95;24,0;TUB;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;RINOSORO JET 0,9% INFANTIL SPRAY 100ML ;;;;34,9;36,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;RINOSORO JET 0,9% INFANTIL SPRAY 100ML ;;;;44,96;36,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;RINOSORO JET 0,9% INFANTIL SPRAY 100ML ;;;;52,89;36,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;RINOSORO JET 0,9% INFANTIL SPRAY 100ML ;;;;56,59;36,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;RIVAROXABANA XARELTO 15MG COMPRIMIDOS REVESTIDO ;;;;1,05;120,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SERETIDE 25/125 MCG 120 DOSES ;;;;135,73;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SERETIDE 25/125 MCG 120 DOSES ;;;;141,54;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SERETIDE 25/125 MCG 120 DOSES ;;;;197,36;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SERETIDE 25/125 MCG 120 DOSES ;;;;211,17;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SERETIDE 25/125 MCG 120 DOSES ;;;;222,29;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SINVASTATINA 10MG ;;;;0,22;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SINVASTATINA 10MG ;;;;0,23;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SINVASTATINA 10MG ;;;;0,24;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SINVASTATINA 10MG ;;;;0,57;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;"SORBITOL 70%;LAURIL SULFATO DE SODIO 714,0MG/G + 7,70MG/G SOL RET 6,5 MINILAX";;;;5,41;360,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;"SORBITOL 70%;LAURIL SULFATO DE SODIO 714,0MG/G + 7,70MG/G SOL RET 6,5 MINILAX";;;;7,28;360,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;"SORBITOL 70%;LAURIL SULFATO DE SODIO 714,0MG/G + 7,70MG/G SOL RET 6,5 MINILAX";;;;8,43;360,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;"SORBITOL 70%;LAURIL SULFATO DE SODIO 714,0MG/G + 7,70MG/G SOL RET 6,5 MINILAX";;;;8,85;360,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;"SORBITOL 70%;LAURIL SULFATO DE SODIO 714,0MG/G + 7,70MG/G SOL RET 6,5 MINILAX";;;;9,02;360,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SUPLEMENTO VITAMINICO E MINERAL-PURAV.MULTI 120ML ;;;;57,59;6,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SUPLEMENTO VITAMINICO E MINERAL-PURAV.MULTI 120ML ;;;;69,75;6,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SUPLEMENTO VITAMINICO E MINERAL-PURAV.MULTI 120ML ;;;;79,32;6,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SUPLEMENTO VITAMINICO E MINERAL-PURAV.MULTI 120ML ;;;;84,87;6,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SYMBICORT 6/100MCG. ;;;;131,53;6,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SYMBICORT 6/100MCG. ;;;;146,35;6,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SYMBICORT 6/100MCG. ;;;;206,7;6,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;SYMBICORT 6/100MCG. ;;;;221,17;6,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TIOTROPIO BROMETO 2,5 MCG (60 DOSES) DOSE SOL INAL CT FR PLAS 4ML L (60 DOSES) +RESPIMAT;;;;260,01;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TIOTROPIO BROMETO 2,5 MCG (60 DOSES) DOSE SOL INAL CT FR PLAS 4ML L (60 DOSES) +RESPIMAT;;;;438,75;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TIOTROPIO BROMETO 2,5 MCG (60 DOSES) DOSE SOL INAL CT FR PLAS 4ML L (60 DOSES) +RESPIMAT;;;;538,35;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TIOTROPIO BROMETO 2,5 MCG (60 DOSES) DOSE SOL INAL CT FR PLAS 4ML L (60 DOSES) +RESPIMAT;;;;576,03;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TIZANIDINA CLORIDRATO 2MG. ;;;;1,24;2160,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TIZANIDINA CLORIDRATO 2MG. ;;;;1,29;2160,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TIZANIDINA CLORIDRATO 2MG. ;;;;1,38;2160,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TIZANIDINA CLORIDRATO 2MG. ;;;;1,5;2160,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TRESIBA DEGLUDECA INSULINA 100 UI/ML SOL INJ 3ML X SIST APLIC PLAS (FLEXTOUCHE);;;;135,49;24,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TRESIBA DEGLUDECA INSULINA 100 UI/ML SOL INJ 3ML X SIST APLIC PLAS (FLEXTOUCHE);;;;148,01;24,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TRESIBA DEGLUDECA INSULINA 100 UI/ML SOL INJ 3ML X SIST APLIC PLAS (FLEXTOUCHE);;;;240,5;24,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;TRESIBA DEGLUDECA INSULINA 100 UI/ML SOL INJ 3ML X SIST APLIC PLAS (FLEXTOUCHE);;;;257,33;24,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;VALSARTANA + SACUBITRIL 24/26MG ENTRESTO 50MG ;;;;5,75;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;VALSARTANA + SACUBITRIL 24/26MG ENTRESTO 50MG ;;;;5,83;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;VALSARTANA + SACUBITRIL 24/26MG ENTRESTO 50MG ;;;;8,21;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;VALSARTANA + SACUBITRIL 24/26MG ENTRESTO 50MG ;;;;8,76;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;VALSARTANA + SACUBITRIL 24/26MG ENTRESTO 50MG ;;;;8,78;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;CAVILON CREME BARREIRA DURAVEL 92G 3M ;;;;280,0;24,0;TUB;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;CAVILON CREME BARREIRA DURAVEL 92G 3M ;;;;280,5;24,0;TUB;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;CAVILON CREME BARREIRA DURAVEL 92G 3M ;;;;281,0;24,0;TUB;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;MUPIROCINA 2% 20MG/G 15G ;;;;38,8;48,0;TUB;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;MUPIROCINA 2% 20MG/G 15G ;;;;39,3;48,0;TUB;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;MUPIROCINA 2% 20MG/G 15G ;;;;39,8;48,0;TUB;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;NEUTROFER 250MG/ML 30ML GOTAS FERRO QUELATO GLICINATO;;;;52,44;12,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;NEUTROFER 250MG/ML 30ML GOTAS FERRO QUELATO GLICINATO;;;;52,94;12,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;NEUTROFER 250MG/ML 30ML GOTAS FERRO QUELATO GLICINATO;;;;53,44;12,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;POMADA P/ASSADURA A BASE DE NISTATINA 100.000UI/G 100.000UI/G E OXIDO DE ZINCO 200MG/G 60G;;;;15,0;24,0;TUB;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;POMADA P/ASSADURA A BASE DE NISTATINA 100.000UI/G 100.000UI/G E OXIDO DE ZINCO 200MG/G 60G;;;;15,5;24,0;TUB;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;POMADA P/ASSADURA A BASE DE NISTATINA 100.000UI/G 100.000UI/G E OXIDO DE ZINCO 200MG/G 60G;;;;16,0;24,0;TUB;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;PURAVIT MULTI 120ML(SUPLEMENTO VITAMINICO E MIN.) SUPLEMENTO VITAMINICO E MINERAL;;;;57,0;12,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;PURAVIT MULTI 120ML(SUPLEMENTO VITAMINICO E MIN.) SUPLEMENTO VITAMINICO E MINERAL;;;;57,5;12,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;PURAVIT MULTI 120ML(SUPLEMENTO VITAMINICO E MIN.) SUPLEMENTO VITAMINICO E MINERAL;;;;58,0;12,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;RINOSORO JET 0,9% INFANTIL SPRAY 100ML ;;;;38,96;36,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;RINOSORO JET 0,9% INFANTIL SPRAY 100ML ;;;;39,46;36,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;RINOSORO JET 0,9% INFANTIL SPRAY 100ML ;;;;39,96;36,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;VITAMINA D 200UI GOTAS 30ML ;;;;25,0;12,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;VITAMINA D 200UI GOTAS 30ML ;;;;25,5;12,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000678;Contratacao Direta - Dispensa de licitacao;Medicamentos;VITAMINA D 200UI GOTAS 30ML ;;;;26,0;12,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000679;Contratacao Direta - Dispensa de licitacao;Medicamentos;ACETILCISTEINA 10% 100MG/ML AMPOLA 3ML ;;;;4,2;240,0;AMP;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000679;Contratacao Direta - Dispensa de licitacao;Medicamentos;ACETILCISTEINA 10% 100MG/ML AMPOLA 3ML ;;;;5,2;240,0;AMP;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000679;Contratacao Direta - Dispensa de licitacao;Medicamentos;ACETILCISTEINA 10% 100MG/ML AMPOLA 3ML ;;;;5,3;240,0;AMP;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000679;Contratacao Direta - Dispensa de licitacao;Medicamentos;CLENIL A(DIPROPIONATO DE BECLOMETASONA 400MCG/ML FLACONETE 2ML;;;;6,26;360,0;UN;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000679;Contratacao Direta - Dispensa de licitacao;Medicamentos;CLENIL A(DIPROPIONATO DE BECLOMETASONA 400MCG/ML FLACONETE 2ML;;;;6,36;360,0;UN;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000679;Contratacao Direta - Dispensa de licitacao;Medicamentos;CLENIL A(DIPROPIONATO DE BECLOMETASONA 400MCG/ML FLACONETE 2ML;;;;6,41;360,0;UN;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000679;Contratacao Direta - Dispensa de licitacao;Medicamentos;DIETA NUTRINI ENERGY MULTI FIBER 1,5KL 200ML ISENTA DE LACTOSE E SACAROSE;;;;39,49;360,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000679;Contratacao Direta - Dispensa de licitacao;Medicamentos;DIETA NUTRINI ENERGY MULTI FIBER 1,5KL 200ML ISENTA DE LACTOSE E SACAROSE;;;;42,7;360,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000679;Contratacao Direta - Dispensa de licitacao;Medicamentos;DIETA NUTRINI ENERGY MULTI FIBER 1,5KL 200ML ISENTA DE LACTOSE E SACAROSE;;;;43,2;360,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000783;Contratacao Direta - Dispensa de licitacao;Medicamentos;BRENTUXIMABE VEDOTINA 50MG/AMPOLA ;;;;25000,0;2,0;AMP;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000783;Contratacao Direta - Dispensa de licitacao;Medicamentos;BRENTUXIMABE VEDOTINA 50MG/AMPOLA ;;;;26000,0;2,0;AMP;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000783;Contratacao Direta - Dispensa de licitacao;Medicamentos;BRENTUXIMABE VEDOTINA 50MG/AMPOLA ;;;;27000,0;2,0;AMP;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000808;Contratacao Direta - Dispensa de licitacao;Medicamentos;VEDOLIZUMABE 300MG ;;;;17300,0;2,0;AMP;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000808;Contratacao Direta - Dispensa de licitacao;Medicamentos;VEDOLIZUMABE 300MG ;;;;18500,0;2,0;AMP;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000808;Contratacao Direta - Dispensa de licitacao;Medicamentos;VEDOLIZUMABE 300MG ;;;;19634,6;2,0;AMP;;;;;;;;;;licitacao-2022-09_1.csv;2022
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2022000000810;Contratacao Direta - Dispensa de licitacao;Medicamentos;ALLEGRA 6MG/ML 60ML ;;;;29,32;3,0;FRS;;;;;;;;;;licitacao-2022-09_1.csv;2022
