Município;Entidade;Código da Licitação;Modalidade de licitação;Objeto;Descrição do objeto contratado;Produto (item);Quantidade do objeto contratado (item);Unidade do objeto contratado;Valor unitário orçamento estimativo lote;Quantidade orçamento estimativo lote;Unidade de medida orçamento estimativo lote;Valor unitário orçamento estimativo item;Quantidade orçamento estimativo item;Unidade de medida orçamento estimativo item;Número do edital;Data do edital;CNPJ do participante candidato;Nome do participante candidato;Resultado da Habilitação;Valor da Proposta;arquivo_origem;ano
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;DENOSUMABE 60MG/ML SOLUCAO INJETAVEL SERINGA PREENCHIDA DE 1ML;;;;1362,65;2,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;DETEMIR INSULINA 100 UI/ML SOL UNJ 3ML X SIST APLI PLAS (FLEXPEN);;;;54,59;24,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;DETEMIR INSULINA 100 UI/ML SOL UNJ 3ML X SIST APLI PLAS (FLEXPEN);;;;121,2;24,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;DETEMIR INSULINA 100 UI/ML SOL UNJ 3ML X SIST APLI PLAS (FLEXPEN);;;;129,68;24,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;DETEMIR INSULINA 100 UI/ML SOL UNJ 3ML X SIST APLI PLAS (FLEXPEN);;;;149,32;24,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;DIPROGENTA 30G CREME ;;;;42,39;12,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;DIPROGENTA 30G CREME ;;;;45,61;12,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;DIPROGENTA 30G CREME ;;;;55,73;12,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;DIPROGENTA 30G CREME ;;;;59,63;12,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;DIPROGENTA 30G CREME ;;;;62,64;12,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;FERRO QUELATO 300MG ;;;;1,58;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;FERRO QUELATO 300MG ;;;;1,82;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;FERRO QUELATO 300MG ;;;;2,34;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;FERRO QUELATO 300MG ;;;;2,5;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;FORXIGA 10MG COMPRIMIDO REVESTIDO ;;;;5,68;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;FORXIGA 10MG COMPRIMIDO REVESTIDO ;;;;6,9;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;FORXIGA 10MG COMPRIMIDO REVESTIDO ;;;;8,04;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;FORXIGA 10MG COMPRIMIDO REVESTIDO ;;;;8,6;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;FORXIGA 10MG COMPRIMIDO REVESTIDO ;;;;9,0;360,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LACTULONA-LACTULOSE 667 MG/ML 120ML XPE CT FR PLAS (PET) AMB X 120ML;;;;8,02;156,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LACTULONA-LACTULOSE 667 MG/ML 120ML XPE CT FR PLAS (PET) AMB X 120ML;;;;8,24;156,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LACTULONA-LACTULOSE 667 MG/ML 120ML XPE CT FR PLAS (PET) AMB X 120ML;;;;8,81;156,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LACTULONA-LACTULOSE 667 MG/ML 120ML XPE CT FR PLAS (PET) AMB X 120ML;;;;14,84;156,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LACTULONA-LACTULOSE 667 MG/ML 120ML XPE CT FR PLAS (PET) AMB X 120ML;;;;52,99;156,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LANTUS GLARGINA INSULINA 100 UI/ML SOL INJ X 10ML SOL INJ CT 1 FA VD TRANS X 10ML;;;;254,98;60,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LANTUS GLARGINA INSULINA 100 UI/ML SOL INJ X 10ML SOL INJ CT 1 FA VD TRANS X 10ML;;;;270,98;60,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LANTUS GLARGINA INSULINA 100 UI/ML SOL INJ X 10ML SOL INJ CT 1 FA VD TRANS X 10ML;;;;376,1;60,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LANTUS GLARGINA INSULINA 100 UI/ML SOL INJ X 10ML SOL INJ CT 1 FA VD TRANS X 10ML;;;;402,42;60,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LANTUS GLARGINA INSULINA 100 UI/ML SOL INJ X 10ML SOL INJ CT 1 FA VD TRANS X 10ML;;;;414,8;60,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LEVOMEPROMAZINA-NEOZINE 100MG COMPRIMIDO REVESTIDO ;;;;1,07;2520,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LEVOMEPROMAZINA-NEOZINE 100MG COMPRIMIDO REVESTIDO ;;;;1,45;2520,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LEVOMEPROMAZINA-NEOZINE 100MG COMPRIMIDO REVESTIDO ;;;;1,76;2520,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LEVOMEPROMAZINA-NEOZINE 100MG COMPRIMIDO REVESTIDO ;;;;1,88;2520,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LEVOMEPROMAZINA-NEOZINE 100MG COMPRIMIDO REVESTIDO ;;;;1,89;2520,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LIRAGLUTIDA-VICTOZA 6 MG/ML SOL INJ CARP VD TRANS X 3ML + SIST APLIC PLAS;;;;271,0;60,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LIRAGLUTIDA-VICTOZA 6 MG/ML SOL INJ CARP VD TRANS X 3ML + SIST APLIC PLAS;;;;334,91;60,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LOCAO OLEOSA ANTI ESCARAS DERSANI 100ML ;;;;4,32;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LOCAO OLEOSA ANTI ESCARAS DERSANI 100ML ;;;;5,78;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LOCAO OLEOSA ANTI ESCARAS DERSANI 100ML ;;;;6,18;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LOCAO OLEOSA ANTI ESCARAS DERSANI 100ML ;;;;45,99;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LOCAO OLEOSA ANTI ESCARAS DERSANI 100ML ;;;;65,16;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LOSARTANA POTASSICA 50MG ;;;;0,08;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LOSARTANA POTASSICA 50MG ;;;;0,09;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;LOSARTANA POTASSICA 50MG ;;;;0,17;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;MESALAZINA - PENTASA 500MG LIBERACAO PROLONGADA ;;;;4,86;2160,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;MESALAZINA - PENTASA 500MG LIBERACAO PROLONGADA ;;;;9,4;2160,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;MESALAZINA - PENTASA 500MG LIBERACAO PROLONGADA ;;;;10,41;2160,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;MESALAZINA - PENTASA 500MG LIBERACAO PROLONGADA ;;;;11,14;2160,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;METOPROLOL SUCCINATO - SELOZOK 50 MG COM VER LIB PROL CT BL AL PLAS;;;;1,11;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;METOPROLOL SUCCINATO - SELOZOK 50 MG COM VER LIB PROL CT BL AL PLAS;;;;2,58;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;METOPROLOL SUCCINATO - SELOZOK 50 MG COM VER LIB PROL CT BL AL PLAS;;;;2,97;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;METOPROLOL SUCCINATO - SELOZOK 50 MG COM VER LIB PROL CT BL AL PLAS;;;;3,18;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;METOPROLOL SUCCINATO - SELOZOK 50 MG COM VER LIB PROL CT BL AL PLAS;;;;3,34;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;MUPIROCINA 2% 20MG/G POMADA DERMATOLOGICA 15G ;;;;25,49;48,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;MUPIROCINA 2% 20MG/G POMADA DERMATOLOGICA 15G ;;;;25,86;48,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;MUPIROCINA 2% 20MG/G POMADA DERMATOLOGICA 15G ;;;;58,16;48,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;MUPIROCINA 2% 20MG/G POMADA DERMATOLOGICA 15G ;;;;62,23;48,0;BIS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NASONEX 50MCG SPRAY NASAL ;;;;47,0;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NASONEX 50MCG SPRAY NASAL ;;;;64,0;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NASONEX 50MCG SPRAY NASAL ;;;;74,55;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NASONEX 50MCG SPRAY NASAL ;;;;76,75;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NASONEX 50MCG SPRAY NASAL ;;;;79,77;24,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NEULEPTIL 4% 40MG GOTAS 20ML ;;;;21,68;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NEULEPTIL 4% 40MG GOTAS 20ML ;;;;23,19;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NEULEPTIL 4% 40MG GOTAS 20ML ;;;;25,59;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NEULEPTIL 4% 40MG GOTAS 20ML ;;;;27,03;12,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NOVORAPID-ASPARTE INSULINA 100 UI/ML SOL INJ. 10ML SOLUCAO INSJETAVEL FRASCO DE 10ML;;;;102,77;48,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NOVORAPID-ASPARTE INSULINA 100 UI/ML SOL INJ. 10ML SOLUCAO INSJETAVEL FRASCO DE 10ML;;;;266,9;48,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NOVORAPID ASPARTE INSULINA 100 UI/ML SOL INJ 3ML SIST APLIC PLAS (FLEXPEN);;;;51,19;12,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NOVORAPID ASPARTE INSULINA 100 UI/ML SOL INJ 3ML SIST APLIC PLAS (FLEXPEN);;;;68,64;12,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NOVORAPID ASPARTE INSULINA 100 UI/ML SOL INJ 3ML SIST APLIC PLAS (FLEXPEN);;;;71,22;12,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NOVORAPID ASPARTE INSULINA 100 UI/ML SOL INJ 3ML SIST APLIC PLAS (FLEXPEN);;;;76,21;12,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;NOVORAPID ASPARTE INSULINA 100 UI/ML SOL INJ 3ML SIST APLIC PLAS (FLEXPEN);;;;82,54;12,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;OXCARBAZEPINA 600MG ;;;;1,54;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;OXCARBAZEPINA 600MG ;;;;1,83;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;OXCARBAZEPINA 600MG ;;;;1,96;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;OXCARBAZEPINA 600MG ;;;;2,26;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;OXCARBAZEPINA 600MG ;;;;2,64;1080,0;COM;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;OXIBUTININA CLORIDRATO 1MG/ML 120ML ;;;;49,39;15,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;OXIBUTININA CLORIDRATO 1MG/ML 120ML ;;;;53,13;15,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;OXIBUTININA CLORIDRATO 1MG/ML 120ML ;;;;65,6;15,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;OXIBUTININA CLORIDRATO 1MG/ML 120ML ;;;;70,19;15,0;FRS;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;PEG 4000 - SEM SABOR E SEM ELETROLITOS 10G (SACHE) ;;;;2,56;360,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;PEG 4000 - SEM SABOR E SEM ELETROLITOS 10G (SACHE) ;;;;2,75;360,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;PEG 4000 - SEM SABOR E SEM ELETROLITOS 10G (SACHE) ;;;;3,03;360,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS; 2024000000256;Contratacao Direta - Dispensa de licitacao;Medicamentos;PEG 4000 - SEM SABOR E SEM ELETROLITOS 10G (SACHE) ;;;;3,24;360,0;UN;;;;;;;;;;licitacao-2024-12_0.zip;2024
