Município;Entidade;Código da Licitação;Código do Ajuste;Modalidade de licitação;Número do processo licitatório;Ano do processo licitatório;Objeto da licitação;Descrição do objeto da licitação;Valor da declaração de existência de recursos total do processo;Fundamento Legal - dispensa de licitação;Instrumento;Nº do contrato;Ano do contrato;Valor total do contrato;Descrição do objeto contratado;Quantidade do objeto contratado;Unidade do objeto contratado;Nota de Empenho/Documento Similar;Data da Nota de Empenho/Documento Similar;Valor da Nota de Empenho/Documento Similar;CNPJ da empresa contratada;Nome da empresa contratada;Vigência do contrato - Data início;Vigência do contrato - Data Término;Vigência do contrato - Data Assinatura;Modo de fornecimento;arquivo_origem;Valor da declaração de existência de recursos total do proce
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483707;2024000003851;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE ENGENHARIA;31965,85;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000088;2023;31965.85;SERVICOS DE ENGENHARIA;1,0;UN;;;;31.512.425/0001-03;CARLOS ALEXANDRO DE O. ARRUDA CONSTRUCOES;10/04/2023;09/06/2023;06/04/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483708;2024000003852;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE OBRAS E REFORMAS;15558,86;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000101;2023;15386.41;SERVICOS DE OBRAS E REFORMAS;1,0;UN;;;;00.997.612/0001-09;BERTY CONSTRUCOES LTDA EPP;;;13/04/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483709;2024000003853;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE REFORMAS;32610,18;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000103;2023;32501.6;SERVICOS DE REFORMAS;1,0;UN;;;;31.512.425/0001-03;CARLOS ALEXANDRO DE O. ARRUDA CONSTRUCOES;;;18/04/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483734;2024000003854;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE RECUPERACAO ASFALTICA;102811,5;Art. 24, IV, Lei 8666/93 - casos de emergÃªncia ou de calamidade pÃºblica, quando caracterizada urgÃªncia de atendimento de situacÃ£o que possa ocasionar prejuÃ­zo ou comprometer a seguranÃ§a de pessoas, obras, serviÃ§os, equipamentos e outros bens, pÃºblicos ou particulares, e somente para os bens necessÃ¡rios ao atendimento da situaÃ§Ã£o emergencial ou calamitosa e para as parcelas de obras e serviÃ§os que possam ser concluÃ­das no prazo mÃ¡ximo de 180 (cento e oitenta) dias consecutivos e ininterruptos, contados da ocorrÃªncia da emergencia ou calamidade, vedada a prorrogacÃ£o dos respectivos contratos.;Contrato;00000124;2023;98980.61;SERVICOS DE RECUPERACAO ASFALTICA;1,0;UN;;;;06.323.358/0001-31;DBW PAVIMENTACAO E CONSTRUCOES LTDA;;;24/05/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483739;2024000003855;Contratacao Direta - Dispensa de licitacao;;;Outras prestacoes de servico;LOCACAO DE CAMINHAO;139500,0;Art. 24, IV, Lei 8666/93 - casos de emergÃªncia ou de calamidade pÃºblica, quando caracterizada urgÃªncia de atendimento de situacÃ£o que possa ocasionar prejuÃ­zo ou comprometer a seguranÃ§a de pessoas, obras, serviÃ§os, equipamentos e outros bens, pÃºblicos ou particulares, e somente para os bens necessÃ¡rios ao atendimento da situaÃ§Ã£o emergencial ou calamitosa e para as parcelas de obras e serviÃ§os que possam ser concluÃ­das no prazo mÃ¡ximo de 180 (cento e oitenta) dias consecutivos e ininterruptos, contados da ocorrÃªncia da emergencia ou calamidade, vedada a prorrogacÃ£o dos respectivos contratos.;Contrato;00000123;2023;139500.0;LOCACAO DE CAMINHAO;1,0;UN;;;;37.968.340/0001-10;AMC ASSESSORIA E SERVICOS EIRELI;24/05/2023;23/07/2023;24/05/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483743;2024000003857;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE OBRAS E REFORMAS;18235,29;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000130;2023;18146.97;SERVICOS DE OBRAS E REFORMAS;1,0;UN;;;;00.997.612/0001-09;BERTY CONSTRUCOES LTDA EPP;;;01/06/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483745;2024000003858;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE CONSTRUCAO;30235,29;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000131;2023;30111.16;SERVICOS DE CONSTRUCAO;1,0;UN;;;;00.997.612/0001-09;BERTY CONSTRUCOES LTDA EPP;;;02/06/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483795;2024000003946;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE CONSTRUCAO;26556,22;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000198;2023;31313.24;SERVICOS DE CONSTRUCAO;1,0;UN;;;;42.041.320/0001-30;E DE SOUZA LOPES;;;18/07/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483820;2024000003859;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;RECUPERACAO DE GALERIA DE AGUAS PLUVIAIS;12583,59;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000248;2023;12504.74;RECUPERACAO DE GALERIA DE AGUAS PLUVIAIS;1,0;UN;;;;00.997.612/0001-09;BERTY CONSTRUCOES LTDA EPP;;;18/08/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483822;2024000003860;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICO DE REPARO E MANUTENCAO;32910,94;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000253;2023;28894.81;SERVICO DE REPARO E MANUTENCAO;1,0;UN;;;;07.400.205/0001-03;CONSTRUTORA RAYNIFE EIRELI;;;22/08/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483824;2024000003923;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICO DE REPARO E MANUTENCAO;11660,29;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000260;2023;11660.29;SERVICO DE REPARO E MANUTENCAO;1,0;UN;;;;00.997.612/0001-09;BERTY CONSTRUCOES LTDA EPP;;;25/08/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483825;2024000003924;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICO DE CONSTRUCAO DE MURO;31425,49;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000261;2023;31425.47;SERVICO DE CONSTRUCAO DE MURO;1,0;UN;;;;00.997.612/0001-09;BERTY CONSTRUCOES LTDA EPP;;;25/08/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483826;2024000003925;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICO DE REPARO E MANUTENCAO;15788,2;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000264;2023;14922.0;SERVICO DE REPARO E MANUTENCAO;1,0;UN;;;;42.041.320/0001-30;E DE SOUZA LOPES;;;28/08/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483852;2024000003927;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE CONSTRUCAO;31876,3;"Art. 24, II, Lei 8666/93 - outros serviÃ§os e compras de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso II do artigo anterior e para alienacÃµes, nos casos previstos nesta Lei, desde que nÃ£o se refiram a parcelas de um mesmo serviÃ§o, compra ou alienaÃ§Ã£o de maior vulto que possa ser realizada de uma sÃ³ vez.";Contrato;00000281;2023;31597.09;SERVICOS DE CONSTRUCAO;1,0;UN;;;;35.712.547/0001-02;DRA LTDA;;;20/09/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483894;2024000003929;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE INSTALACAO ELETRICA;22707,44;"Art. 24, II, Lei 8666/93 - outros serviÃ§os e compras de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso II do artigo anterior e para alienacÃµes, nos casos previstos nesta Lei, desde que nÃ£o se refiram a parcelas de um mesmo serviÃ§o, compra ou alienaÃ§Ã£o de maior vulto que possa ser realizada de uma sÃ³ vez.";Contrato;00000341;2023;22707.44;SERVICOS DE INSTALACAO ELETRICA;1,0;UN;;;;29.179.763/0001-23;W & MACEDO ELETRICA EIRELI;;;31/10/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483895;2024000003930;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE INSTALACAO ELETRICA;9284,28;"Art. 24, II, Lei 8666/93 - outros serviÃ§os e compras de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso II do artigo anterior e para alienacÃµes, nos casos previstos nesta Lei, desde que nÃ£o se refiram a parcelas de um mesmo serviÃ§o, compra ou alienaÃ§Ã£o de maior vulto que possa ser realizada de uma sÃ³ vez.";Contrato;00000340;2023;9172.89;SERVICOS DE INSTALACAO ELETRICA;1,0;UN;;;;29.179.763/0001-23;W & MACEDO ELETRICA EIRELI;10/11/2023;09/01/2024;31/10/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483900;2024000003788;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE OBRAS;11089,7;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000344;2023;11089.7;SERVICOS DE OBRAS;1,0;UN;;;;38.000.213/0001-96;THREE F ENGENHARIA E CONSULTORIA EIRELI;08/11/2023;07/01/2024;08/11/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2023147483902;2024000003789;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICO DE PAVIMENTACAO;39992,36;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000346;2023;30992.36;SERVICO DE PAVIMENTACAO;1,0;UN;;;;00.997.612/0001-09;BERTY CONSTRUCOES LTDA EPP;10/11/2023;09/01/2024;10/11/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000012;2024000001425;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE INSTALACAO ELETRICA;21213,21;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000014;2024;21213.21;SERVICOS DE INSTALACAO ELETRICA;1,0;UN;;;;29.179.763/0001-23;W & MACEDO ELETRICA EIRELI;23/01/2024;19/03/2024;23/01/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000056;2024000002758;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE REFORMAS;26389,05;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000075;2024;24775.31;SERVICOS DE REFORMAS;1,0;UN;;;;42.041.320/0001-30;E DE SOUZA LOPES;07/02/2024;06/04/2024;07/02/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000058;2024000002756;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICO DE REPARO E MANUTENCAO;25164,56;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000077;2024;25164.16;SERVICO DE REPARO E MANUTENCAO;1,0;UN;;;;22.042.664/0001-56;FABIO BRETAS MAIA;08/02/2024;07/04/2024;08/02/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000059;2024000003712;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE ADEQUACAO;16100,0;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000080;2024;16100.0;SERVICOS DE ADEQUACAO;1,0;UN;;;;22.042.664/0001-56;FABIO BRETAS MAIA;09/02/2024;09/04/2024;09/02/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000060;2024000002751;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICO DE REPARO E MANUTENCAO;28230,41;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000079;2024;28230.36;SERVICO DE REPARO E MANUTENCAO;1,0;UN;;;;38.000.213/0001-96;THREE F ENGENHARIA E CONSULTORIA EIRELI;09/02/2024;09/05/2024;09/02/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000116;2024000003880;Contratacao Direta - Dispensa de licitacao;;;Outras prestacoes de servico;SERVICOS GRAFICOS;43602,42;"Art. 75, II, Lei 14.133/2021 - para contrataÃ§Ã£o que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviÃ§os e compras;";Contrato;00000200;2024;3200.0;SERVICOS GRAFICOS;1,0;UN;;;;47.436.319/0001-28;K7 SOLUCOES - LTDA;15/04/2024;14/10/2024;15/04/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000116;2024000003882;Contratacao Direta - Dispensa de licitacao;;;Outras prestacoes de servico;SERVICOS GRAFICOS;43602,42;"Art. 75, II, Lei 14.133/2021 - para contrataÃ§Ã£o que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviÃ§os e compras;";Contrato;00000199;2024;12450.0;SERVICOS GRAFICOS;1,0;UN;;;;45.847.352/0001-15;MV2SERVIOS E NEGOCIOS LTDA. ME;15/04/2024;14/10/2024;15/04/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000116;2024000003883;Contratacao Direta - Dispensa de licitacao;;;Outras prestacoes de servico;SERVICOS GRAFICOS;43602,42;"Art. 75, II, Lei 14.133/2021 - para contrataÃ§Ã£o que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviÃ§os e compras;";Contrato;00000201;2024;450.0;SERVICOS GRAFICOS;1,0;UN;;;;51.910.821/0001-04;PREMIUM GRFICA E EDITORA LTDA;15/04/2024;14/10/2024;15/04/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000118;2024000003889;Contratacao Direta - Dispensa de licitacao;;;Outras prestacoes de servico;PRESTACAO DE SERVICOS;54412,18;"Art. 75, II, Lei 14.133/2021 - para contrataÃ§Ã£o que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviÃ§os e compras;";Contrato;00000204;2024;27816.0;PRESTACAO DE SERVICOS;1,0;UN;;;;11.250.035/0001-03;JOSE ESTEVES LOPES FILHO EVENTOS EPP;18/04/2024;17/12/2024;18/04/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000139;2024000004081;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICO DE REPARO E MANUTENCAO;25736,49;Art. 75, I, Lei 14.133/2021 - para contrataÃ§Ã£o que envolva valores inferiores a R$ 100.000,00 (cem mil reais), no caso de obras e serviÃ§os de engenharia ou de serviÃ§os de manutenÃ§Ã£o de veÃ­culos automotores;Contrato;00000226;2024;25736.49;SERVICO DE REPARO E MANUTENCAO;1,0;UN;;;;17.072.809/0001-21;LD TELHADOS E MANUTENCOES LTDA;07/05/2024;06/06/2024;07/05/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024000000150;2024000004131;Contratacao Direta - Dispensa de licitacao;;;Outras prestacoes de servico;PRESTACAO DE SERVICOS;52660,0;"Art. 75, II, Lei 14.133/2021 - para contrataÃ§Ã£o que envolva valores inferiores a R$ 50.000,00 (cinquenta mil reais), no caso de outros serviÃ§os e compras;";Contrato;00000236;2024;44579.7;PRESTACAO DE SERVICOS;1,0;UN;;;;26.157.393/0001-35;PABLO SONSINO SILVA ME;13/05/2024;11/08/2024;13/05/2024;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024147483671;2024000003758;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;CONSTRUCAO DE MURO DE ARRIMO;387205,36;Art. 24, IV, Lei 8666/93 - casos de emergÃªncia ou de calamidade pÃºblica, quando caracterizada urgÃªncia de atendimento de situacÃ£o que possa ocasionar prejuÃ­zo ou comprometer a seguranÃ§a de pessoas, obras, serviÃ§os, equipamentos e outros bens, pÃºblicos ou particulares, e somente para os bens necessÃ¡rios ao atendimento da situaÃ§Ã£o emergencial ou calamitosa e para as parcelas de obras e serviÃ§os que possam ser concluÃ­das no prazo mÃ¡ximo de 180 (cento e oitenta) dias consecutivos e ininterruptos, contados da ocorrÃªncia da emergencia ou calamidade, vedada a prorrogacÃ£o dos respectivos contratos.;Contrato;00000034;2023;387205.35;CONSTRUCAO DE MURO DE ARRIMO;1,0;UN;;;;29.604.968/0001-09;RODRIGUES E ORTIZ PAVIMENTACAO E CONSTRUCAO;;;03/03/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024147483728;2024000003759;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE MANUTENCAO ELETRICA;11230,6;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000114;2023;11188.38;SERVICOS DE MANUTENCAO ELETRICA;1,0;UN;;;;36.555.982/0001-25;GISELE ALMEIDA DA SILVA;05/05/2023;04/06/2023;04/05/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024147483740;2024000003856;Contratacao Direta - Dispensa de licitacao;;;Obras e servicos de engenharia;SERVICOS DE OBRAS E REFORMAS;30913,62;"Art. 24, I, Lei 8666/93 - obras e serviÃ§os de engenharia de valor ate 10% (dez por cento) do limite previsto na alÃ­nea ""a"", do inciso I do artigo anterior, desde que nÃ£o se refiram a parcelas de uma mesma obra ou serviÃ§o ou ainda para obras e serviÃ§os da mesma natureza e no mesmo local que possam ser realizadas conjunta e concomitantemente.";Contrato;00000129;2023;30913.61;SERVICOS DE OBRAS E REFORMAS;1,0;UN;;;;38.000.213/0001-96;THREE F ENGENHARIA E CONSULTORIA EIRELI;;;30/05/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024147483774;2024000003760;Contratacao Direta - Dispensa de licitacao;;;Locacao de imÃÂ³veis;LOCACAO DE IMOVEIS;31518,0;Outro-Informar o fundamento legal.;Contrato;00000165;2023;21012.0;LOCACAO DE IMOVEIS;1,0;UN;;;;;JOSE CARLOS PEREIRA;27/06/2023;26/06/2024;27/06/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
Ferraz de Vasconcelos;PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS;2024147483774;2024000003761;Contratacao Direta - Dispensa de licitacao;;;Locacao de imÃÂ³veis;LOCACAO DE IMOVEIS;31518,0;Outro-Informar o fundamento legal.;Contrato;0000165A;2023;21012.0;LOCACAO DE IMOVEIS;1,0;UN;;;;;MARIA RITA MASCHIETTO PEREIRA;27/06/2023;26/06/2024;27/06/2023;Entrega fracionada;ajustes-2024-1o-semestre.zip;
